,User,REGISTERED_TIME,LAST_SEEN_TIME,FINGERPRINT,AVG_RATING,Total_RATING
4201,wildvest                        ,"Jun 15, 2011","Jan 1, 2011",FA1C21EF867496F59B8413AB1D7074596AD39864,0,0
4202,gleon                           ,"Jun 15, 2011","Jan 1, 2011",71C98344FF03A720F4F5363780CA1D8E3E840A53,0,0
4203,sirisaacnewton                  ,"Jun 15, 2011","Jan 1, 2011",9D043A4BFC2EA8E7636904A16DA8D8AB0CCD9DBD,0,0
4204,bla0                            ,"Jun 15, 2011","Jan 1, 2011",9EBF13C71B1DE2E09FC6F5536B8DD6D1C51B77B6,0,0
4205,member:tac-tics                 ,"Jun 15, 2011","Jan 1, 2011",23DD8910C6BFA493222F2ABCF0092C588D891D4B,0,0
4206,adgdggdagd                      ,"Jun 15, 2011","Jan 1, 2011",596C13D4C1A1C18E9B444CAAA1DA1145C4812E4D,0,0
4207,ranctifier                      ,"Jun 16, 2011","Jan 1, 2011",E94FCD0525D0EA3D07284C82A9E2C9606C543663,0,0
4208,zelyony                         ,"Jun 16, 2011","Jan 1, 2011",2F581379D4F57228EFDB78805D01D96C76700FFE,0,0
4209,gagarin                         ,"Jun 16, 2011","Jan 1, 2011",E5BF314EED60D77D20B662B77EF201012033CE6B,0,0
4210,sticksen                        ,"Jun 16, 2011","Jan 1, 2011",87C19A3A2726F3EDAF246D3BF94B1E29CEF84395,0,0
4211,yackedyschmacked                ,"Jun 16, 2011","Jan 1, 2011",23C36A5BDBD115CB5132A0178278968CB7DCBF52,0,0
4212,darnoth                         ,"Jun 16, 2011","Aug 27, 2011",4B5A5A0602A3ACCA3A745FD5B4DEBF52EFB7906B,0,0
4213,lambder                         ,"Jun 16, 2011","Jan 1, 2011",3FFE3460735C0FAC46EBCBE4B9955B85EB0D2C79,0,0
4214,nereer                          ,"Jun 16, 2011","Jan 1, 2011",44FF0165875EAFD25278746C021FFF6EA18901C1,0,0
4215,kilosh                          ,"Jun 16, 2011","Jan 1, 2011",6161D86102EB665EC3707065EF4E100BAE8B81B4,0,0
4216,smd75jr                         ,"Jun 16, 2011","Jan 1, 2011",0618CCEA55176DFD83773CEE218C7D673E3FA23E,0,0
4217,ojideagu                        ,"Jun 16, 2011","Jan 1, 2011",E65D3548379F8A051E71D77C9665AA38512A74A8,0,0
4218,agreenbhm                       ,"Jun 16, 2011","Jan 1, 2011",F776E1D51C21189E488DC14AAD381AF3814A56BB,0,0
4219,daqatz                          ,"Jun 16, 2011","Jan 1, 2011",B8327D77C393820044A4A676EB206EA054D29111,0,0
4220,wunixbln                        ,"Jun 16, 2011","Jan 1, 2011",C2A7C6C067E6FCF5C6FA1A9ECC046805229AEC74,0,0
4221,johnhamelink                    ,"Jun 16, 2011","Jan 1, 2011",C022FDC52A09A9ABAA712BDDF16514D81FC2F727,0,0
4222,ablesfire                       ,"Jun 16, 2011","Jan 1, 2011",36B58D295FD80E7939D648409BBBD88F088DC720,0,0
4223,wanttobuy                       ,"Jun 16, 2011","Jan 1, 2011",92D5A0F619D3E02515B6A393BA87F2916DB12BB9,0,0
4224,yelnatz                         ,"Jun 16, 2011","Jan 1, 2011",2D9C3A335513F644383D13530F9FA263C1A978B0,0,0
4225,ismavatar                       ,"Jun 16, 2011","Jan 1, 2011",2FA351C2E45FFF6E3BFE7611DC94BB7792E581CB,0,0
4226,ius                             ,"Jun 16, 2011","Jan 1, 2011",B25F50A3386E662D558EDAC745FCB4F0CC06E446,0,0
4227,kratosk                         ,"Jun 16, 2011","Jan 1, 2011",D58760C00EA7B522AFAF287439F071D2C31D921D,0,0
4228,jackmaninov                     ,"Jun 16, 2011","Jan 1, 2011",9247F9559843CDCC83A9945A2A974970D77279C9,0,0
4229,aphelion27                      ,"Jun 16, 2011","Jan 1, 2011",84931FF52C1B82ECEE3C4A1379D5689B0612C4C5,0,0
4230,rewtgrok                        ,"Jun 16, 2011","Jan 1, 2011",CB7383D6C217BB36058EFB3CF621C9F4D39F310E,0,0
4231,zetas                           ,"Jun 16, 2011","Jan 1, 2011",A75A14BB57373DB512E426F7B5EDBE6D79E8A1C7,0,0
4232,dclauzel                        ,"Jun 16, 2011","Jan 1, 2011",0539C4364450DDC621DD230B858768C60816B067,0,0
4233,oublier                         ,"Jun 16, 2011","Jan 1, 2011",C29E57EFC83A0BF4C2815B3343DEC462BF87F52E,0,0
4234,paulex                          ,"Jun 17, 2011","Jan 1, 2011",F738819D2BB5D8793A7050D76A372FEC90C83C7E,0,0
4235,moe1111                         ,"Jun 17, 2011","Sep 9, 2011",D19024D173A5CE82914CF997F94219784858A883,0,0
4236,randomguy                       ,"Jun 17, 2011","Jan 1, 2011",09FB84254BB1AF635474CFB8584E704E94FF152A,0,0
4237,tsmithe                         ,"Jun 17, 2011","Jan 1, 2011",D9E570A839BE3D1576A4C9C6B819C5D03939EBEE,0,0
4238,plusfive                        ,"Jun 17, 2011","Jan 1, 2011",A5DB5D141128343056734D91E88DDBB8EC1F1868,0,0
4239,btc-lama                        ,"Jun 17, 2011","Jan 1, 2011",43C745AB0F09A920A17C1FF1E59E70BF814CA00E,0,0
4240,daviey                          ,"Jun 17, 2011","Jan 1, 2011",F41A4E0F91B5421DD1847AB254FC4141F758018B,0,0
4241,tycale                          ,"Jun 17, 2011","Jan 1, 2011",3B3D8FD34DCABD965E3C57337FD43E2B5BE7E90C,0,0
4242,finkel                          ,"Jun 17, 2011","Jan 1, 2011",A2A5BF8BF8C235EFC1DFA838E13B6AA3C78E0ECB,0,0
4243,maqr                            ,"Jun 17, 2011","Jan 1, 2011",02C68B54FA9E012CC1B606E0746ADFEFC70FDDF7,0,0
4244,mchsmth                         ,"Jun 17, 2011","Jan 1, 2011",3FEF03B6276F3E5EC573C8AFD8DFCFA782652160,0,0
4245,jayc                            ,"Jun 17, 2011","Jan 1, 2011",A62EA3E2B2858FC54C87CA08D32C2AE8EA713BB9,0,0
4246,fnar                            ,"Jun 17, 2011","Jan 1, 2011",A3058629DA7B511B7C5EA5636E92348925500928,0,0
4247,toaotc                          ,"Jun 17, 2011","Jan 1, 2011",D9D9117D1F51BF245433D303A2D19868B30FD532,0,0
4248,coinmasher                      ,"Jun 17, 2011","Jan 1, 2011",8757D16C36632B88303F5E4A5770937174491104,0,0
4249,odessa                          ,"Jun 17, 2011","Jan 1, 2011",3F78AC571C6FB02F5B0C9F423B0A46BA64305671,0,0
4250,forexx                          ,"Jun 17, 2011","Dec 21, 2011",0E5BF4AA9FD9D59F9C2326C803DDD2766821D86D,0,0
4251,drdichotomy2000                 ,"Jun 18, 2011","Jan 1, 2011",76C5D235BDF0C89D1B69056C95F85A422716BB4D,0,0
4252,drdichotomy                     ,"Jun 18, 2011","Jan 1, 2011",E5CD630452D3FA671E8DA29EC683CAF904FB54ED,0,0
4253,matrixion                       ,"Jun 18, 2011","Jan 1, 2011",E937D8B128AEECA9E58A263A9724DD73CF73CD1C,0,0
4254,imanikin                        ,"Jun 18, 2011","Apr 22, 2012",0AEE5B5C5C95F44FBA92CA5A18446204CE36D277,0,0
4255,johnnychimpo                    ,"Jun 18, 2011","Jan 1, 2011",D4E4B6A1CCAD35103793CAE920B6A9F66D789CAB,0,0
4256,spq                             ,"Jun 18, 2011","Jan 1, 2011",494E3A31447928E6B19CF14AD10630AF27BD7FE0,0,0
4257,ddanier                         ,"Jun 18, 2011","Jan 1, 2011",AD309195DF5172925AF55EDC57ACB2C9F5C6AD30,0,0
4258,lateralus13                     ,"Jun 18, 2011","Jan 1, 2011",9DB70F1AD9FCB5C17C478EA0053F61B86B16A007,0,0
4259,drmoriarty                      ,"Jun 18, 2011","Jan 1, 2011",5167EFB8B7776679A7889564B14D6D7939AEDAE5,0,0
4260,polamai                         ,"Jun 18, 2011","Jan 1, 2011",4895EF09C20A5184958B24849E7C5A3BD95627B7,0,0
4261,maximch                         ,"Jun 18, 2011","Jan 1, 2011",D81B487F4A5E278948A32F69DA5D62D25D961059,0,0
4262,yorick                          ,"Jun 18, 2011","Jan 1, 2011",B16DE53F030D2028DA481A6D3DFE7707F7324C32,0,0
4263,kveras                          ,"Jun 18, 2011","Jan 1, 2011",695A1F73F8E102A5A7702FA90F817BCC023539D9,0,0
4264,yibit                           ,"Jun 18, 2011","Jan 1, 2011",90088DA811053B8C16B0DDEE0A59F17C6D6DCACF,0,0
4265,darkstar7                       ,"Jun 18, 2011","Jan 1, 2011",624D951BEAC3B8843F83708F07B3173B457CB947,0,0
4266,almindor                        ,"Jun 18, 2011","Jan 1, 2011",73DFB74A5B29766DFC58A6B7FE5EA51771D05497,0,0
4267,hermetic                        ,"Jun 18, 2011","Jan 1, 2011",55BDF1ABE16EA6394EAFD5571310674B12BCF19A,0,0
4268,phuzion                         ,"Jun 18, 2011","Jan 1, 2011",AD679687790A66CFA842D15FCD2B2E4514161ED9,0,0
4269,ang                             ,"Jun 18, 2011","Jan 1, 2011",46CFD030A23234FCE85222E2B9CC477F0BB04D0A,0,0
4270,darkunix                        ,"Jun 18, 2011","Jan 1, 2011",E523096265B7DC0FEE0877B5EECEE7BCE70FC713,0,0
4271,adam                            ,"Jun 18, 2011","Jan 1, 2011",311DF97A620525B6062A5AB22A13BE7A3CCAFAF0,0,0
4272,redonen                         ,"Jun 18, 2011","Jan 1, 2011",F2111E9978D3CF551A2290C3056781D960502B76,0,0
4273,woonix                          ,"Jun 18, 2011","Jan 1, 2011",8F794EA0458505B405918B3757FDECFD49565BC3,0,0
4274,remssik                         ,"Jun 19, 2011","Jan 1, 2011",4C44187E54905DF5B77B1CCE2929205BA71A5394,0,0
4275,mr_gant                         ,"Jun 19, 2011","Jan 1, 2011",2EA3F845DAA1C799BA3351D73915FB7906CAF688,0,0
4276,rern                            ,"Jun 19, 2011","Jan 1, 2011",D6AB1F068197DDC5EFCA0F1BD2782A0F6CA4382D,0,0
4277,hydrogenesis                    ,"Jun 19, 2011","Jan 1, 2011",F9F76664A178F8FC971D7B817328299912F9F8E7,0,0
4278,hhfd                            ,"Jun 19, 2011","Jan 1, 2011",4A77D7996F5923A696AF033A94B1EAC2E17BAC4A,0,0
4279,hakkattakk                      ,"Jun 19, 2011","Jan 1, 2011",7B78C1A5E3E6A33153CF99653950E20F2E2ACAB2,0,0
4280,sesi                            ,"Jun 19, 2011","Jan 1, 2011",D022E4FB46B1DC1470FD43BC72891250CC86071F,0,0
4281,gr0gmint                        ,"Jun 19, 2011","Jan 1, 2011",3E88C53781299EB503C8FDDB83041DE97D600124,0,0
4282,hmanotaurus                     ,"Jun 19, 2011","Jan 1, 2011",032ED8EA256595E3BC62FA85A6E2843C92775428,0,0
4283,disagreed                       ,"Jun 19, 2011","Jan 1, 2011",58D38C5C4B3A478A24A3E18741864AF5BDF831E5,0,0
4284,k_f                             ,"Jun 19, 2011","Jan 1, 2011",94CBAFDD30345109561835AA0B7F8B60E3EDFAE3,0,0
4285,dnabre                          ,"Jun 19, 2011","Jun 15, 2012",18A0BE0C54438A70659AA907811374B883F613AB,0,0
4286,catphish                        ,"Jun 19, 2011","Jan 1, 2011",993334B9D0A729ABBBFF9118801DB5F49B8FCCFC,0,0
4287,angryparsley                    ,"Jun 19, 2011","Jan 1, 2011",D96E31F040F91A0F864D3D71556BBFF03F0A04B6,0,0
4288,relm9                           ,"Jun 19, 2011","Jan 1, 2011",683310CD592C7D2891CC683944801C513DCCE863,0,0
4289,karzy                           ,"Jun 19, 2011","Jan 1, 2011",26DA413C8AED64AD95050C4BF9AE5E2ED1E3C25B,0,0
4290,hextreme                        ,"Jun 19, 2011","Jan 1, 2011",CC239C0770DD906D4EAC6249E0719C96270B6DC3,0,0
4291,margatroid                      ,"Jun 19, 2011","Jan 1, 2011",059BBD6E04994BE9418B4FA55E82A8468E34B064,0,0
4292,handburglar                     ,"Jun 19, 2011","Jan 1, 2011",807FD896187253B5988C88066D18DAC24178A41B,0,0
4293,cjay123                         ,"Jun 19, 2011","Jan 1, 2011",F12A624A5620884C049E1A31BB1C6878186B56DE,0,0
4294,robottwo                        ,"Jun 19, 2011","Jan 1, 2011",2E0E1FA85254491EEFEB5D1D8A9C0F9FC310C64E,0,0
4295,loopster                        ,"Jun 19, 2011","Jan 1, 2011",5FDF11755C1D1899216079619A4174584185C148,0,0
4296,keyprivate                      ,"Jun 19, 2011","Jan 1, 2011",804941499B85B129649A7AC49208D613929C751A,0,0
4297,elhajjaj                        ,"Jun 19, 2011","Jan 1, 2011",311A20B0BFE8C46CCDBDC016336115DC88812619,0,0
4298,chopp                           ,"Jun 19, 2011","Jan 1, 2011",B3A935BFF4409F2E6EC86DF347649FFA37D77C31,0,0
4299,semarj                          ,"Jun 20, 2011","Jan 1, 2011",AA28DB50C42593157D2C2F4381DE01F071AA6C26,0,0
4300,lenovo01                        ,"Jun 20, 2011","Jan 1, 2011",DAD8BB99895074D7B0351A083724AF356C56D703,0,0
4301,nidefawl                        ,"Jun 20, 2011","Jan 1, 2011",D40149809FE04E7CA668A539FDC60C09D1BB4252,0,0
4302,elmom                           ,"Jun 20, 2011","Jan 1, 2011",77C14384AE0E4190B006964FD8EAF9ADC67DB5D8,0,0
4303,btcer                           ,"Jun 20, 2011","Jan 1, 2011",32995AD3A6AA56296D0DC63699E96A97C7D94D52,0,0
4304,pauface                         ,"Jun 20, 2011","Jan 1, 2011",A008D211CB780E7D5619F0A7DCE56028ABCEDC29,0,0
4305,matth1a3                        ,"Jun 20, 2011","Jan 1, 2011",5857693219D4BCA8BD19DE1AD3DC82BB9D70E8E4,0,0
4306,firzen515                       ,"Jun 20, 2011","Jan 1, 2011",8D26EA450614EE02E6A2111D5586120E6263330F,0,0
4307,exstatica                       ,"Jun 20, 2011","Jan 1, 2011",BD363E580DA1D76FE7DBFF5D81E66E6C13660D29,0,0
4308,gentz                           ,"Jun 20, 2011","Jan 1, 2011",09B6076ECFF8D09DD482648ADE44E382E3FDCC6B,0,0
4309,ylere                           ,"Jun 20, 2011","Jan 1, 2011",B03F72073D353509EEA409F18C075FB7D1A27746,0,0
4310,anvilgames                      ,"Jun 20, 2011","Jan 1, 2011",CC1A549AD41D0744CBF9BB3DBD8C72F958836647,1,2
4311,cherothald                      ,"Jun 20, 2011","Jan 1, 2011",C7F7907D056782CAC0911E584399D95AE9713381,0,0
4312,keninishna                      ,"Jun 20, 2011","Jan 1, 2011",4D9E5BB732AE0C229DC949E9A1D232DBA3379F04,0,0
4313,ressu                           ,"Jun 20, 2011","Jan 1, 2011",22093C53D0FB041CF7B1F908A9B6F730B83D761C,0,0
4314,mithridates                     ,"Jun 20, 2011","Jan 1, 2011",40C9D43C24991732D5CC20E213C1F902C208D971,0,0
4315,themaskedman                    ,"Jun 20, 2011","Jan 1, 2011",6636C6A7CEBF80A080E960EBFB24647FFFD3CCDB,0,0
4316,thereastarr                     ,"Jun 20, 2011","Jan 1, 2011",17E2D6BADDF831D47403C20420CCBD930C66B268,0,0
4317,donmon                          ,"Jun 20, 2011","Jan 1, 2011",76174A5021DC91253D0A966C9F63C8AB0029E93D,0,0
4318,enki                            ,"Jun 20, 2011","Jan 1, 2011",FD8575163186C66637F64BC0B454A0C255214BD4,0,0
4319,prawn                           ,"Jun 20, 2011","Jan 1, 2011",B7BE8A8FE022F8DB2962EE31E38BDCD4B2CA9BB5,0,0
4320,warpslide                       ,"Jun 20, 2011","Nov 3, 2011",C452571CF4759C36C479AD51A17264A74BFB926B,0,0
4321,fireatwill                      ,"Jun 20, 2011","Jan 1, 2011",8F06BE171CC7C2BA5857D0A9CA8C2ADD0F8F1F4A,0,0
4322,david                           ,"Jun 20, 2011","Jan 1, 2011",DE8F01C3CD0A57DF3C0B85F662661CF92AC96514,0,0
4323,insectivore                     ,"Jun 20, 2011","Jan 1, 2011",ECE83AC5AE29E30C26A45B67FFD8D8A11E6559C9,0,0
4324,p33d33                          ,"Jun 20, 2011","Jan 1, 2011",4FECEE5936000B7E07B3ABB13D6F92EA09083174,0,0
4325,wikke                           ,"Jun 20, 2011","Jan 1, 2011",A4F4A4B9FD6066ACEC28B8CD6347D7188F3CEBD0,0,0
4326,iamtravis                       ,"Jun 20, 2011","Jan 1, 2011",C07E79293FB378C2CEE2B8F61B088A7BA9054D04,0,0
4327,webstonne                       ,"Jun 20, 2011","Jan 1, 2011",9CB5A8791B42C72419F78252CE5E371880113FD6,0,0
4328,ultrixx                         ,"Jun 20, 2011","Jan 1, 2011",4E5E989E57C6DEA8F69ADBBD4ABC19BEFE420F41,0,0
4329,onthesub                        ,"Jun 20, 2011","Jan 1, 2011",FE0D53764137A96C996990EECF9A592C6494A22F,0,0
4330,sludgepuppy                     ,"Jun 20, 2011","Jan 1, 2011",D7640EFE931BA0AD15184E5D5D2A9EE63FBC20CA,0,0
4331,randall                         ,"Jun 20, 2011","Dec 30, 2012",B7D2D2DF09AA0C399D79E3F2A52B90537CA52929,0,0
4332,lucer0                          ,"Jun 20, 2011","Jan 1, 2011",BD1440ED5D61905F035374BCD61D5D70BA0299EE,0,0
4333,dsockwell                       ,"Jun 21, 2011","Jan 1, 2011",2888651A570AC82D84E50F2838ACBB23BECF0388,0,0
4334,vindolin                        ,"Jun 21, 2011","Jan 1, 2011",FE8B4D32B9348543DA7F913BE1DA2EEEF07FF068,0,0
4335,domedan                         ,"Jun 21, 2011","Jan 1, 2011",5C8FD60167E459930304F0108F27E3275A7D8706,0,0
4336,ephess                          ,"Jun 21, 2011","Jan 1, 2011",667571E5F4069297B5265059A261776333236F32,0,0
4337,nansun                          ,"Jun 21, 2011","Jan 1, 2011",3974AB096B4DE62BB5BDE1F2AC346529E6A96513,0,0
4338,basement                        ,"Jun 21, 2011","Jan 1, 2011",CD6DEDA8B037F720E6629DD7644221C31FDB2833,0,0
4339,natman3400                      ,"Jun 21, 2011","Jan 1, 2011",ADC7BF3C9EB321D71D7FD370A2EF376B93663B7E,0,0
4340,d4brainx                        ,"Jun 21, 2011","Jan 1, 2011",797F91DFD7717E5CBB8F0CCB592A5EBCAF1E658F,0,0
4341,havalli                         ,"Jun 21, 2011","Jan 1, 2011",4E98EC303239295B5928FFC0C255A20B3D2CFB41,0,0
4342,thevirus                        ,"Jun 21, 2011","Jan 1, 2011",AB4CC703B4C3712DEE3BD30AE37376F5CEFC62B5,0,0
4343,erisson                         ,"Jun 21, 2011","Feb 29, 2012",6193D6EF1577721A737F72E47F118B8D511C24A9,0,0
4344,intellq                         ,"Jun 21, 2011","Jan 1, 2011",3D46B68A88F1421DFC26D021F0727CE66464F094,0,0
4345,coin1                           ,"Jun 21, 2011","Jan 1, 2011",F55D33DF22A833841C353F706C2C57AE83C6680F,0,0
4346,hep85                           ,"Jun 21, 2011","Jan 1, 2011",7C14953451DCD0F303504814D928E26826C24172,0,0
4347,abraganca                       ,"Jun 21, 2011","Jan 1, 2011",42DBE5FD0C2D559F9A8C7FEE06A1F3D80A19774E,0,0
4348,gushi                           ,"Jun 21, 2011","Jan 1, 2011",C2063054549295F3349037FFFBBE5A30624BB249,0,0
4349,adsllc                          ,"Jun 21, 2011","Jan 1, 2011",B003D68FB3BDC37FB728C438EA6455CB5EEE7913,0,0
4350,astroidboy                      ,"Jun 21, 2011","Jan 1, 2011",6BDB3D12AB9084F801768ED0CC267A61B097C866,0,0
4351,werqvc                          ,"Jun 21, 2011","Jan 1, 2011",31540BD1E052C0774C879B97B00B067C50155453,0,0
4352,furiousrage                     ,"Jun 21, 2011","Jan 1, 2011",60ACD21580271C387E235F23FF4A7D5F41066433,0,0
4353,poptix                          ,"Jun 21, 2011","Jan 1, 2011",63D6E77B00868B2B98E16EF57FBA252FA22776DB,0,0
4354,nicholasbell                    ,"Jun 21, 2011","Jan 1, 2011",7F47BFBB2397C5639629B8C4B49CEFE1C0CFB9DB,0,0
4355,deken232                        ,"Jun 22, 2011","Jan 1, 2011",ACED6DD97473B1A5FBB48669F63E3E3E0A8C555C,0,0
4356,lasko                           ,"Jun 22, 2011","Jan 1, 2011",9AC6741F9BE7AA1C2659F71EB879CAD3CB118D90,0,0
4357,sixech0                         ,"Jun 22, 2011","Jan 1, 2011",A5C0539CD0E76CB069FD58ADCA83AE87C64C449B,0,0
4358,sid                             ,"Jun 22, 2011","Jan 1, 2011",64F09587C13D7BB5308188CF17500176B5486207,0,0
4359,thadius                         ,"Jun 22, 2011","Jan 1, 2011",1DE80C136C6D4322EF60BE86467B79415CAF2741,0,0
4360,bee                             ,"Jun 22, 2011","Jan 1, 2011",CBF74F5339105E28FA3DC9CF298185A9484C4408,0,0
4361,dspree                          ,"Jun 22, 2011","Jan 1, 2011",775C363FA5B7FE4378CF64B8F62CA724DA7E0BE2,0,0
4362,syncsync                        ,"Jun 22, 2011","Jan 1, 2011",0A9773DB1B63C31D406196724ECE559F47F427CB,0,0
4363,nothing3000                     ,"Jun 22, 2011","Jan 1, 2011",66E2AD181D7A9DDC3EA9EFEB7BFC9DC7E0F57B62,0,0
4364,happyface                       ,"Jun 22, 2011","Jan 1, 2011",801A3F70ADDDD62528BABCDC62C77FCE68C82A9E,0,0
4365,atlas                           ,"Jun 22, 2011","Jan 1, 2011",A9775806A1C76461B9DC8DCB2973933865E71F8E,0,0
4366,camiy                           ,"Jun 22, 2011","Jan 1, 2011",7CC80B8AF423C2F0E7D6AB112F99E35B3D1A0456,0,0
4367,laowai                          ,"Jun 22, 2011","Jan 1, 2011",C591404F49334882AAFEB56D0211D2EEAFEFE49F,0,0
4368,btcuser300                      ,"Jun 22, 2011","Jan 1, 2011",8ECA1207D60B6E80199CB8041747430681F8D520,0,0
4369,southafricadude                 ,"Jun 22, 2011","Dec 29, 2011",F2924A6C2D8FF98AA3B5586E1992FFE4D4067704,0,0
4370,luwem                           ,"Jun 22, 2011","Jan 1, 2011",EF7CF8EFE90CCEDCF805ECC8A15E9D6D0D564580,0,0
4371,ig0r                            ,"Jun 22, 2011","Jan 1, 2011",BC322AE8C39BADD570AFA678FCD916CF17BC0844,0,0
4372,wildicv                         ,"Jun 22, 2011","Jan 1, 2011",5F8759F358F91E71CB06429493B2923817CFEC9C,0,0
4373,dentldir                        ,"Jun 22, 2011","Oct 4, 2012",982EB188C6587F3997837ABB0A32484F888E04D0,0,0
4374,wasim                           ,"Jun 22, 2011","Jan 1, 2011",92996045CD7E9F627248884C507BB0ECFB9BCCC1,0,0
4375,phyberapex                      ,"Jun 22, 2011","Jan 1, 2011",C9FA1851BE59B58CCDEBE13AE67DF3FC14DDF625,0,0
4376,philiporange                    ,"Jun 22, 2011","Jan 1, 2011",27BBCA1C1380C130D5BF21A11F9773D027C8B895,0,0
4377,jjhall                          ,"Jun 22, 2011","Jan 1, 2011",C76ABC6C6426ACE8AE52FD354CF4E7F584E70EE6,0,0
4378,kantis                          ,"Jun 22, 2011","Jan 1, 2011",830B0394478A7C1625CEE051B99E1C967EC39CFB,0,0
4379,proplaya-                       ,"Jun 22, 2011","Jan 1, 2011",B40CB0252A9A23B372029AAE70BC9F1D977B03E2,0,0
4380,guest                           ,"Jun 22, 2011","Jan 1, 2011",F06F69BC3FB82552A4EECB01930370BAB713C210,0,0
4381,holesinthedesert                ,"Jun 22, 2011","Jan 1, 2011",B92E1BD6962AB28C64A6137DA7E7BABA228BFB42,0,0
4382,bilange                         ,"Jun 22, 2011","Jan 1, 2011",6F459D2611CFE034346E031A4BEF42F1B12B0A40,0,0
4383,intention                       ,"Jun 22, 2011","Jan 1, 2011",0CF07F8852BEAB8F5865DE5FB6005EA824F408BC,0,0
4384,haze                            ,"Jun 23, 2011","Jan 1, 2011",2B4FC88E5EE42269E9BC667CD6DEC074251B0A39,0,0
4385,eitankordoba                    ,"Jun 23, 2011","Jan 1, 2011",98C7A3AE4C2D0539FDDE4A7174EE96CAD34671B7,0,0
4386,ewal                            ,"Jun 23, 2011","Jan 1, 2011",DB24901CF8119566C5867E613F781198760218F6,0,0
4387,themike5000                     ,"Jun 23, 2011","Jan 1, 2011",6AAFBBE2FD39522188097AEC881C83E0EB769ACD,0,0
4388,lebel                           ,"Jun 23, 2011","Aug 16, 2011",36336999D47E73ED099F434108A48E48EF5661D1,0,0
4389,vegard                          ,"Jun 23, 2011","Jan 1, 2011",445C26478C85A1BD785033980BCEF4D8FE98BA58,0,0
4390,defaultman                      ,"Jun 23, 2011","Jan 1, 2011",D5525837D7CBF8CDC5239D80C4E7434E19D48324,0,0
4391,nicksasa                        ,"Jun 23, 2011","Jan 1, 2011",3AA4070C5AB3C6D48731BB8C496903D6FF3FD4D0,0,0
4392,pi_314                          ,"Jun 23, 2011","Jan 1, 2011",A8B9983A756569249401184F50D2698B6D663E0F,0,0
4393,roboman2444                     ,"Jun 23, 2011","Jan 1, 2011",1035BE49D7BB884B5515FD6C4557F03DAF0FF6D4,0,0
4394,itsybitsy                       ,"Jun 23, 2011","Jan 1, 2011",3238EE4D02DFDF4AEB50AE26758FF8046AAC0464,0,0
4395,kiklhorn                        ,"Jun 23, 2011","Jan 1, 2011",C018EF57E33C47447E57194936465E2564807DC4,0,0
4396,xender                          ,"Jun 23, 2011","Jan 1, 2011",BB50B756FD68787187B0557CD97456284BB9686E,0,0
4397,pigki                           ,"Jun 23, 2011","Jan 1, 2011",573FEEB8F11B2F6D7A12762806E1785D2F54386F,0,0
4398,treebeard                       ,"Jun 23, 2011","Jan 1, 2011",5F937ED4E5BBA45F3D76C71A14F30FE5569DE379,0,0
4399,andrepcg                        ,"Jun 23, 2011","Jan 1, 2011",7CDE4DD1B7218EB80DCF9EE6EA2DD7FF6D2A255F,0,0
4400,darkip                          ,"Jun 23, 2011","Jan 1, 2011",41D8EEB38C47023061B1983C8A073499190162C3,0,0
4401,adamwhite                       ,"Jun 23, 2011","Jan 1, 2011",F0FCC65A7515E3474BA63E892077B5140F07E5AC,0,0
4402,sunhouse                        ,"Jun 23, 2011","Jan 1, 2011",0DABEE92CD79F25FA7F3569FD2EDFA2AE86D02B0,0,0
4403,warweed                         ,"Jun 23, 2011","Jan 1, 2011",1DF425B061529B0F7656098D6E04C6A186207FF4,0,0
4404,hsxewt                          ,"Jun 23, 2011","Jan 1, 2011",1DF604DB2596BCBB4B830278976E5221316DDB3C,0,0
4405,fnord0                          ,"Jun 23, 2011","Jan 1, 2011",7D4F9F21F0CDB841A901F507F7F3F461A5A2BE94,0,0
4406,redd                            ,"Jun 23, 2011","Jan 1, 2011",0A93634782C764D5EE1E910D72C513647D7B5ED6,0,0
4407,imagex                          ,"Jun 23, 2011","Jul 2, 2012",B0890A96B59D8FB37A7A95AD38E9C93E56A0A5B7,0,0
4408,nemesis51                       ,"Jun 24, 2011","Jan 1, 2011",368E46D8A552E16A838D1DD9D9B5EC40005B5604,0,0
4409,chopchop                        ,"Jun 24, 2011","Jan 1, 2011",FFE1CFE5A3B1EDC2C2DFB73A26F0E6BA91AEC839,0,0
4410,grantr                          ,"Jun 24, 2011","Jan 1, 2011",7892D852586D3F47F6EB6B29D81984F8AE188A47,0,0
4411,pavelpan                        ,"Jun 24, 2011","Jan 1, 2011",15B12B4523B1F2B462B48E9571245D8272EDCBF4,0,0
4412,clausey                         ,"Jun 24, 2011","Jan 1, 2011",2932FAC3E9F29C4293387601C58CC71865217873,0,0
4413,kinlo                           ,"Jun 24, 2011","Dec 30, 2014",5B726218905B4FB999F9FA25374CF79280F5505C,0,0
4414,coderrr                         ,"Jun 24, 2011","Jan 1, 2011",15FA248FC2E41974F4321BFDDA4CEB6D8DB9E01E,0,0
4415,natman                          ,"Jun 24, 2011","Jan 1, 2011",8F91996DC1F2FDB899F8CD704AB6E004B11B24CC,0,0
4416,kpb58                           ,"Jun 24, 2011","Jan 1, 2011",74FDB0485B099D18F50AC6B62A26B68FD370430F,0,0
4417,gartenzwerg                     ,"Jun 24, 2011","Jan 1, 2011",5D8C55EE3F5A03E9FD753955CBA8D5AB4312AB95,0,0
